model,mode,snr_gt,freq_true,mse_vs_clean,mae_vs_clean,crps_vs_clean,spectral_mse,peak_freq_error,sfer,mse_vs_noisy,mae_vs_noisy
moirai,zero_shot,0.10840155,4.2826643,4.9919243,1.7969186,1.7688603,5686443.58708841,4.2826642990112305,0.08796067,48.809757,5.7591677
moirai,zero_shot,0.1976973,7.2850404,3.8230395,1.6210895,1.4650846,3936240.9840712366,7.285040378570557,0.24059297,24.993057,4.017714
moirai,zero_shot,0.20186938,8.291977,2.1735697,1.1720648,1.2280489,270257.26631479233,0.7080230712890625,0.33957073,22.50701,3.7619414
moirai,zero_shot,0.16707367,4.1302605,3.7652016,1.5945786,1.5779271,793977.2108278523,4.130260467529297,0.20176864,30.425367,4.550414
moirai,zero_shot,0.13689052,6.864853,6.3842506,1.9996262,2.0262933,4294282.138927669,6.8648529052734375,0.13134645,55.79845,5.8700304
moirai,zero_shot,0.19882858,5.9916687,3.3002696,1.4713697,1.516745,1287695.27035211,4.508331298828125,0.32558,31.686546,4.368547
moirai,zero_shot,0.0561123,4.349097,4.544344,1.6330823,1.8500205,940016.2992991277,4.349096775054932,0.032082684,52.32244,5.74449
moirai,zero_shot,0.18335707,8.915336,3.2186804,1.4382565,1.5897532,1344056.0036887755,8.915335655212402,0.3452091,42.1526,5.323494
moirai,zero_shot,0.22534135,5.851499,3.8939419,1.5631933,1.4430494,1011664.4427086972,3.148500919342041,0.2644908,23.572166,3.8431902
moirai,zero_shot,0.09875409,6.3255444,2.2443728,1.1864073,1.5265181,141427.43668537843,13.674455642700195,0.09127547,32.231354,4.532302
moirai,zero_shot,0.106938794,4.4464726,2.845343,1.3690809,1.4360497,436645.14016327745,4.446472644805908,0.11208233,27.210518,4.268696
moirai,zero_shot,0.17925219,2.606832,3.54437,1.537512,1.3912137,3162092.5632732273,2.6068320274353027,0.19509277,28.497505,4.3085785
moirai,zero_shot,0.20055819,8.427535,3.517601,1.5418658,1.492265,806802.8753853337,0.5724649429321289,0.27100947,27.640453,4.302252
moirai,zero_shot,0.1743951,5.424617,1.9199592,1.1399277,1.2496653,343168.95148449583,0.575383186340332,0.28341925,18.306414,3.4570413
moirai,zero_shot,0.11457257,5.016829,5.8701344,2.0305877,1.8791795,13351385.36815468,5.016829013824463,0.08710135,50.490692,5.447216
moirai,zero_shot,0.08406433,6.0919685,4.0080185,1.6712964,1.5755088,19698979.95554459,6.091968536376953,0.04729879,31.048725,4.2867045
moirai,zero_shot,0.16377126,8.71326,4.497516,1.7741938,1.6088274,15990118.156561483,8.71325969696045,0.16672309,31.204735,4.361986
moirai,zero_shot,0.23453496,5.8560805,1.5032848,0.99255896,0.8934336,181123.20449787506,5.856080532073975,0.33237198,10.611258,2.562871
moirai,zero_shot,0.073054425,2.2724688,3.2390397,1.4423437,1.630031,354937.8643966909,6.72753119468689,0.056207716,31.389122,4.4754744
moirai,zero_shot,0.2033109,9.925691,3.630323,1.5147586,1.4049627,1089334.0779285475,9.925690650939941,0.27647942,24.743893,3.9146974
moirai,zero_shot,0.08457751,1.7195144,5.1328487,1.8555253,1.9094372,2487017.316094506,1.7195143699645996,0.05210744,44.70837,5.46239
moirai,zero_shot,0.121496156,3.858696,4.3320436,1.6744437,1.7116601,3451296.8455471816,3.8586959838867188,0.12227816,43.31329,5.2099247
moirai,zero_shot,0.21328788,8.602299,2.9639273,1.4336202,1.3367795,668495.3860327087,11.897701263427734,0.30289117,25.08986,3.9947438
moirai,zero_shot,0.19859377,1.6029798,2.4105332,1.2648593,1.2469447,447756.97345265304,8.89702022075653,0.2885981,24.625824,3.9691715
moirai,zero_shot,0.08734206,4.689034,3.9988968,1.6487298,1.7490577,1027951.9458924844,4.1890339851379395,0.06811881,37.192932,5.026234
moirai,zero_shot,0.24421002,9.52066,4.079772,1.6575992,1.4538469,6405692.818380301,9.520660400390625,0.27498794,23.612835,3.8736467
moirai,zero_shot,0.093599126,4.7826314,3.763402,1.6078367,1.580378,8211058.5648033535,4.7826313972473145,0.046990648,32.155632,4.331554
moirai,zero_shot,0.280192,3.7515292,1.8198603,1.0944674,1.4437217,272075.5135246953,3.7515292167663574,0.4682021,13.823442,2.9178057
moirai,zero_shot,0.13894498,1.9799625,2.446371,1.2682254,1.3131768,1118580.6042439016,1.9799624681472778,0.18924765,27.439047,4.455014
moirai,zero_shot,0.06552998,9.694024,6.5885754,1.9956684,1.9275254,19597348.078070294,9.694024085998535,0.024701692,44.728104,5.370826
moirai,zero_shot,0.1906998,6.1188946,1.4494587,0.96740294,0.8485068,1009699.9991364519,6.118894577026367,0.18920775,7.8071456,2.2299488
moirai,zero_shot,0.076965764,1.6556876,7.177318,2.1667187,1.8188821,30916021.845212795,1.6556875705718994,0.023781823,42.003735,5.091206
moirai,zero_shot,0.10500187,7.47626,4.610643,1.7533722,1.5228152,27991702.1544335,7.476260185241699,0.05402473,27.196318,4.198374
